Date,Série,Acheteur,Prix Vente,Commission,Profit,Total Net,Profit,
11-juin,1,saggradda," 8,46 € "," 0,60 € "," 7,86 € ","456,82 €",,,,,,
11-juin,1,terr6622_7kxqnjxc," 2,07 € "," 0,41 € "," 1,66 € ","458,48 €",,,,,,
11-juin,1,Marie-hmi-0," 4,16 € "," 0,47 € "," 3,69 € ","462,17 €",,,,,,
11-juin,1,jeroboam62," 3,53 € "," 0,48 € "," 3,05 € ","465,22 €",,,,,,
12-juin,1,piedu21," 3,62 € "," 0,45 € "," 3,17 € ","468,39 €",,,,,,
14-juin,4,claudelemaire17wanadoofr2013," 4,97 € "," 0,84 € "," 4,13 € ","472,52 €",,,,,,
15-juin,1,metrica67," 3,33 € "," 0,45 € "," 2,88 € ","475,40 €",,,,,,
15-juin,1,titefouine911," 2,07 € "," 0,41 € "," 1,66 € ","477,06 €",,,,,,
15-juin,1,phildes_17," 1,97 € "," 0,41 € "," 1,56 € ","478,62 €",,,,,,
16-juin,3,mufrap," 1,27 € "," 0,39 € "," 0,88 € ","479,50 €",,,,,,
16-juin,1,lenoyellois," 3,66 € "," 0,46 € "," 3,20 € ","482,70 €",,,,,,
17-juin,3,badaboum78," 2,50 € ",- € ," 2,50 € ","485,20 €",,,,,,
18-juin,3,wil262wilfrid," 2,17 € "," 0,41 € "," 1,76 € ","486,96 €",,,,,,
18-juin,1,Pascaforti₆," 8,97 € "," 0,61 € "," 8,36 € ","495,32 €",,,,,,
18-juin,8,leaut48," 3,87 € "," 0,46 € "," 3,41 € ","498,73 €",,,,,,
20-juin,1,stamps1955.h.f," 3,47 € "," 0,45 € "," 3,02 € ","501,75 €",,,,,,
20-juin,1,jersey99pascale," 2,16 € "," 0,41 € "," 1,75 € ","503,50 €",,,,,,
20-juin,1,Marie-hmi-0," 1,57 € "," 0,40 € "," 1,17 € ","504,67 €",,,,,,
21-juin,10,pascalebichette," 2,57 € "," 0,42 € "," 2,15 € ","506,82 €",,,,,,
21-juin,1,francsgasni0," 1,97 € "," 0,41 € "," 1,56 € ","508,38 €",,,,,,
21-juin,18,jeanclaude9439," 3,97 € ",," 3,97 € ","512,35 €",,,,,,
23-juin,1,jeanlouis1946," 1,37 € "," 0,39 € "," 0,98 € ","513,33 €",,,,,,
23-juin,1,claudelemaire17wanadoofr2013," 4,47 € "," 0,48 € "," 3,99 € ","517,32 €",,,,,,
